"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","ONTOLOGY","CellLine"
"GO:0060537","GO:0060537","muscle tissue development",402,0.39305569421793,1.80614355560868,1.70393469626293e-08,3.4171635817782e-06,2.39203081283992e-06,1914,"tags=20%, list=11%, signal=18%","Xirp1/Nr4a1/Acta1/Ero1a/Fhl2/Barx2/Kcnj11/Fos/Pim1/Egr1/Vegfa/Alpk3/Maff/Egr2/Kdm6b/Bmp2/Srf/Atf3/Ldha/Btg2/Fosl2/Skil/Hsd17b1/Ppp1r13l/Egln1/Smad7/Lox/Dll4/Lncpint/Ifrd1/Bmal1/Sap30/Sik1/Popdc2/Bmp4/Myc/Irx3/Svil/Myo18b/Rbpj/Lmna/Zfpm1/Tiparp/Hmgcr/Snhg15/Bdnf/Tpm1/Dsp/Met/Jarid2/Homer1/Adamts9/Zfand5/Emd/Lrp2/Mef2a/Adra1b/Cyp26b1/Naglu/Gja1/Klf5/Pkp2/Mylk2/Ctdp1/Myh11/Klhl41/Cfl2/Mef2d/Csrp2/Six1/Luc7l/Itgb1/Edn1/Stac3/Tbx3/Adra1a/Nog/Flnb/Arid1a/Ccnt2/Dipk2a","BP","mG #1"
"GO:0014706","GO:0014706","striated muscle tissue development",380,0.397512300434193,1.81740188478332,2.53073198847759e-08,4.6523289721513e-06,3.25665247990932e-06,1914,"tags=20%, list=11%, signal=18%","Xirp1/Nr4a1/Acta1/Ero1a/Fhl2/Barx2/Kcnj11/Fos/Pim1/Egr1/Vegfa/Alpk3/Maff/Egr2/Kdm6b/Bmp2/Srf/Atf3/Ldha/Btg2/Skil/Hsd17b1/Ppp1r13l/Egln1/Smad7/Lox/Dll4/Lncpint/Ifrd1/Bmal1/Sap30/Sik1/Popdc2/Bmp4/Myc/Irx3/Svil/Myo18b/Rbpj/Lmna/Zfpm1/Hmgcr/Snhg15/Bdnf/Tpm1/Dsp/Met/Jarid2/Homer1/Adamts9/Emd/Lrp2/Mef2a/Adra1b/Cyp26b1/Naglu/Gja1/Klf5/Pkp2/Mylk2/Ctdp1/Myh11/Klhl41/Cfl2/Mef2d/Six1/Luc7l/Itgb1/Edn1/Stac3/Tbx3/Adra1a/Nog/Flnb/Arid1a/Ccnt2/Dipk2a","BP","mG #1"
"GO:0048545","GO:0048545","response to steroid hormone",286,0.428568843968669,1.9160008839641,2.87269036475591e-08,4.86862882378517e-06,3.4080634081657e-06,3135,"tags=30%, list=18%, signal=25%","Fosb/Ucn/Acta1/Mgarp/Ptgs2/Cxcl2/Zfp36/Ifnb1/Fos/Cldn4/Inhba/Gdnf/Adm/Fosl1/Npas4/Fosl2/Ddit4/Hmga2/Lox/Bmal1/Errfi1/Gpi1/Per1/Asns/Pappa/Stc1/Fas/Bmp4/Jun/Junb/Cdo1/Nefl/Sgk1/Eif4ebp1/Bdnf/Sstr5/Star/Taf7/Cldn1/Rest/Adra1b/Rbfox2/Hmgb2/Cpn1/Mdm2/Igfbp2/Rxrg/Akr1c18/Edn1/Kdm3a/Kdm4c/Pck2/Clock/Cry1/Il6/Slc12a3/Arid1a/Rela/Eif4e/Ccl2/Tbx2/Fbxo32/Por/Slit3/Tmf1/Hsd11b2/Safb2/Jak2/Ywhah/Sirt1/Ufl1/Aldh3a1/Trh/Pcna/Nkx2-2/Mbp/Zfp36l1/Jund/Esrrb/Ptges3/Bche/Safb/Ptpru/Lats1/Ran","BP","mG #1"
"GO:0003012","GO:0003012","muscle system process",361,0.404487687299999,1.84162899903203,3.08979163794163e-08,4.86862882378517e-06,3.4080634081657e-06,2567,"tags=27%, list=15%, signal=23%","Nr4a1/Ucn/Acta1/Prok2/Ptgs2/Ccn2/Jsrp1/Nr4a3/Klf4/Spx/Gdnf/Smtn/Tmod1/Acta2/Bmp2/Lmcd1/Srf/Myoc/Lmod1/Nppc/Ppp1r13l/Htr2b/Smad7/Myh7b/Tpm2/Npnt/Errfi1/Flna/Cacna1h/Comp/Stc1/Adcy10/Atp8a2/Bmp4/Sphk1/Hcn4/Lmna/Ryr3/Eno1/Stac2/Tpm1/Dsp/Zfas1/Atp2a1/Met/Tiam1/Eno1b/Jarid2/Tnfrsf1b/Homer1/Cald1/Smpd3/Mef2a/Ptger3/Pparg/Adra1b/Chrnb1/Tmem38b/Rock2/Pkp2/Mylk2/Rnf207/Pawr/Ctdp1/Myh11/Kcnj2/Tpm4/Ece1/Aldoa/Tead1/Ormdl3/Edn1/Kcnip2/Nedd4l/Stac3/Tbx3/Adra1a/Trim72/Cacnb1/F2r/Htr2a/Tbx2/Bdkrb2/Snta1/Calca/Fbxo32/Atp2b1/Ezh2/Trpm4/Ctnna3/Clcn1/Pdlim5/Sirt1/Adk/Fkbp1a/Hsp90aa1/Myl6","BP","mG #1"
"GO:0031960","GO:0031960","response to corticosteroid",137,0.520003019062011,2.1202006580776,9.28151148769618e-08,1.27968839636611e-05,8.95787983713835e-06,2276,"tags=30%, list=13%, signal=26%","Fosb/Ucn/Ptgs2/Cxcl2/Zfp36/Ifnb1/Fos/Inhba/Gdnf/Adm/Fosl1/Npas4/Fosl2/Ddit4/Asns/Pappa/Stc1/Fas/Bmp4/Cdo1/Nefl/Sgk1/Eif4ebp1/Sstr5/Star/Cldn1/Rest/Cpn1/Igfbp2/Akr1c18/Edn1/Pck2/Il6/Slc12a3/Eif4e/Ccl2/Tbx2/Fbxo32/Por/Slit3/Hsd11b2","BP","mG #1"
"GO:0003341","GO:0003341","cilium movement",212,-0.435709548267838,-1.91762624946738,8.80532777144699e-08,1.27968839636611e-05,8.95787983713835e-06,6288,"tags=61%, list=37%, signal=39%","Catspere2/Ttll1/Ak7/Mns1/Nme5/Pierce2/Cfap47/Cfap161/Bbof1/Dzip1/Cfap69/Pacrg/Pla2g3/Meig1/Cfap221/Ropn1l/Cfap43/Cfap65/Atp2b4/Ift88/Sord/Tpgs1/Hoatz/Rsph1/Efcab6/Dnaja1/Dnah10/Dnaaf4/Celf3/Akap3/Inpp5b/Ttc12/Cep78/Spef1/Ccdc65/Vangl1/Cfap298/Dnai4/Cfap141/Drc7/Tssk4/Tekt2/Cfap54/Cfap206/Cfap70/Tekt4/Ttll9/Dnhd1/Nme7/Dnaaf11/Dnah7a/Cfap119/Dnai2/Iqub/Dnah9/Cep128/Cfap91/Cfap126/Dnah11/Kif9/Lrrc23/Dnah2/Ttll3/Odad2/Cfap57/Ccdc103/Eno4/Spag16/Efhc1/Enkur/Cfap44/Spef2/Ttc21a/Spag8/Camsap3/Spaca9/Spata33/Klc3/Rsph4a/Iqcg/Bbs1/Efhb/Dnah5/Dnali1/Odad3/Ccdc40/Daw1/Ccdc39/Invs/Dnai3/Septin4/Dnah7c/Cfap157/Efhc2/Armc3/Nsun7/Dnah7b/Dnah12/Dnaaf1/Ulk4/Rgn/Rsph14/Dnah1/Gas2l2/Cfap100/Kif27/Cep131/Spag6l/Tekt1/Odad4/Nherf1/Cfap52/Cfap95/Ribc2/Dnajb13/Ttll8/Pfn4/Dnah3/Tcte1/Armc2/Cfap107/Celsr2/Ccdc146/Aqp4/Cfap276/Spag17/Cfap73/Tacr2/Ttc29/Rnase10","BP","mG #1"
"GO:0006936","GO:0006936","muscle contraction",253,0.427866530882338,1.89731717811964,1.18584336753135e-07,1.45331692709675e-05,1.01732878372426e-05,2239,"tags=26%, list=13%, signal=23%","Nr4a1/Ucn/Prok2/Ptgs2/Ccn2/Jsrp1/Spx/Gdnf/Smtn/Tmod1/Acta2/Srf/Lmod1/Ppp1r13l/Htr2b/Smad7/Myh7b/Tpm2/Npnt/Flna/Cacna1h/Comp/Stc1/Adcy10/Atp8a2/Sphk1/Hcn4/Ryr3/Eno1/Stac2/Tpm1/Dsp/Zfas1/Atp2a1/Met/Eno1b/Homer1/Cald1/Smpd3/Ptger3/Adra1b/Chrnb1/Tmem38b/Rock2/Pkp2/Mylk2/Rnf207/Pawr/Myh11/Kcnj2/Tpm4/Aldoa/Ormdl3/Edn1/Kcnip2/Nedd4l/Stac3/Tbx3/Adra1a/Cacnb1/F2r/Htr2a/Tbx2/Bdkrb2/Snta1/Calca/Atp2b1","BP","mG #1"
"GO:0008544","GO:0008544","epidermis development",271,0.423727477379276,1.88770206304274,1.12546333657117e-07,1.45331692709675e-05,1.01732878372426e-05,1329,"tags=17%, list=8%, signal=16%","Cnfn/Krt16/Cdh1/Ptgs2/Ovol1/Klf4/Cyp27b1/Krt17/Sprr1a/Barx2/Zfp36/Cldn4/Ngfr/Inhba/Maff/Aloxe3/Cers3/Srf/Fosl2/Lncpint/Errfi1/Clic4/Palld/Slc4a7/Fa2h/Mreg/Gal/Slc39a2/Fgf7/Bmp4/Spint1/Cdkn1a/Ntf3/Rbpj/Opn3/Sfn/Dsp/Met/Cldn1/Wnt10a/Rest/Hpse/Mycl/Cyp26b1/Naglu/Tecta/Rock2","BP","mG #1"
"GO:0051384","GO:0051384","response to glucocorticoid",121,0.536317820520128,2.16107315185836,1.38231223700531e-07,1.60493726043879e-05,1.1234637405467e-05,2669,"tags=33%, list=16%, signal=28%","Fosb/Ucn/Ptgs2/Cxcl2/Zfp36/Ifnb1/Fos/Gdnf/Adm/Fosl1/Npas4/Fosl2/Ddit4/Pappa/Stc1/Fas/Bmp4/Cdo1/Nefl/Eif4ebp1/Sstr5/Star/Cldn1/Rest/Cpn1/Igfbp2/Edn1/Pck2/Il6/Eif4e/Ccl2/Tbx2/Fbxo32/Por/Slit3/Hsd11b2/Jak2/Aldh3a1/Trh/Pcna","BP","mG #1"
"GO:0071248","GO:0071248","cellular response to metal ion",170,0.484360577800553,2.04111391000674,1.4649776588938e-07,1.61587035775986e-05,1.13111696084063e-05,1777,"tags=22%, list=10%, signal=20%","Fosb/Acta1/Kcnk3/Cdh1/Ptgs2/Fos/Nptx1/Bnip3/Hsd17b1/Atf4/Clic4/Fas/Jun/Hmox1/Junb/Slc1a1/Ryr3/Star/Fn1/Itpkc/Cldn1/Tfrc/Mapk8/Smpd3/Kcnh1/Mef2a/Pparg/Micu3/Mt2/Hpca/Mt1/Akr1c18/Chuk/Cpne7/Edn1/Snca/Nfatc2","BP","mG #1"
"GO:0001890","GO:0001890","placenta development",155,0.498619915750198,2.06684407646982,1.65689511217287e-07,1.74052886545397e-05,1.21837851105644e-05,1297,"tags=19%, list=8%, signal=17%","Hsd17b2/Phlda2/Cdh1/Serpine1/Ptgs2/Csf2/Cyp27b1/Lif/Ccnf/Stc2/Ccn1/Cdkn1c/Adm/Fosl1/Egln1/Bsg/Alkbh1/Stc1/Spint1/Junb/Rbpj/Cited1/Plg/Met/Htra1/Pparg/Ascl2/Sp1/Gja1","BP","mG #1"
"GO:0043588","GO:0043588","skin development",238,0.433388542251662,1.89795199179841,2.48840231145455e-07,2.49518886321306e-05,1.7466441104803e-05,1357,"tags=18%, list=8%, signal=17%","Cnfn/Krt16/Cdh1/Ptgs2/Ovol1/Klf4/Cyp27b1/Krt17/Sprr1a/Barx2/Zfp36/Cldn4/Ngfr/Inhba/Aloxe3/Cers3/Srf/Fosl2/Lncpint/Errfi1/Clic4/Palld/Fa2h/Mreg/Gal/Comp/Slc39a2/Fgf7/Atp8a2/Cdkn1a/Rbpj/Opn3/Sfn/Dsp/Met/Cldn1/Wnt10a/Hpse/Tnfsf13b/Cyp26b1/Naglu/Rock2/Wnt7a","BP","mG #1"
"GO:0007565","GO:0007565","female pregnancy",159,0.481304392429538,2.01154801980147,2.91515522491693e-07,2.79601409833337e-05,1.95722321050487e-05,823,"tags=16%, list=5%, signal=16%","Fosb/Ucn/Cdh1/Itgb3/Ptgs2/Slc2a1/Cyp27b1/Lif/Stc2/Fos/Cldn4/Itga5/Vegfa/Adm/Fosl1/Tead4/Cnr1/Ooep/Bsg/Errfi1/Pappa/Slc38a2/Stc1/Junb/Acvr1c/Thbd","BP","mG #1"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway",394,0.379701925874093,1.74666118946822,3.6995677929043e-07,3.40051939631121e-05,2.38037980359238e-05,3477,"tags=31%, list=20%, signal=25%","Serpine1/Ptgs2/Csf2/Klf4/Ifnb1/Ngfr/Inhba/Gdnf/Vegfa/Hspa1b/Plaur/Atf3/Thbs1/Tnfrsf12a/Skil/Nr4a2/Atf4/Wfs1/Ctsk/Fas/Adcy10/Bmp4/Cth/Myc/Higd1a/Hmox1/Lmna/Lgals3/Mif/Bdnf/Eno1/Tnfaip3/G2e3/Apaf1/Zfas1/Siah2/Eno1b/Mapk8/G0s2/Ier3/Rnf34/Mcl1/Pmaip1/Scg2/Pttg1ip/Lta/Hmgb2/Bok/Pik3cb/Mdm2/Bbc3/Il19/Mnt/Herpud1/Bcl10/Flcn/Ing2/Ddias/Gstp2/Marchf7/Nog/Ddx3x/Dab2ip/Dedd2/Rela/Cd44/Srpx/Ybx3/Pias4/Gclc/Bdkrb2/Gclm/Ing5/D1Pas1/Jak2/Stx4a/Siah1b/Noc2l/Sirt1/Tgfbr1/Dapk2/Prelid1/Cx3cl1/Adora2a/Mmp9/Ddit3/Siah1a/P4hb/Gnai3/Runx3/Rps3/Ghitm/Fgfr1/Gstp-ps/Pink1/Tpt1/Rpl26/Pak2/S100a8/Bcl2l2/Ikbkg/Ivns1abp/Itgav/Hspb1/Nck1/Traf2/Fem1b/Deptor/Col2a1/Src/Pdcd7/Rack1/Mapk7/Map2k1/Serinc3/Nrg1/Pycr1/Tmbim1/Usp47/Rps7/Mdm4","BP","mG #1"
"GO:0071559","GO:0071559","response to transforming growth factor beta",252,0.416416432223974,1.84279852826462,4.49240777538642e-07,3.96410062100098e-05,2.77488935010184e-05,3442,"tags=35%, list=20%, signal=29%","Ero1a/Serpine1/Gdf15/Fos/Gdnf/Cdkn1c/Acta2/Bmp2/Thbs1/Skil/Smad7/Lox/Fermt2/Npnt/Sap30/Vasn/Bmp8a/Pmepa1/Ctsk/Cdh5/Penk/Jun/Rasl11b/Actr3/Acvr1c/Zyx/Tgfb1i1/Star/Apaf1/Cited1/Spry1/Cldn1/Appl2/Wnt10a/Smurf1/Htra1/Pparg/Rock2/Wnt7a/Zfp451/Acvrl1/Pals1/Flcn/Ing2/Lrrc32/Akr1c18/Edn1/Cd109/Zeb1/Map3k1/Il17rd/Ccl2/Dcp1a/Peg10/Smad2/Chst11/Appl1/Sirt1/Tgfbr1/Fkbp1a/Sin3a/Pdpk1/Runx3/Runx1/Rnf111/Tgfbr3/Smad4/Trim33/Lats2/Zeb2/Axin1/Smurf2/Zfp36l1/Adissp/Pak2/Igf1r/Fndc4/Hipk2/Lats1/Smad3/Lemd3/Furin/Itga3/Src/Smad1/Mapk7/Ppm1a/Arid4b/Yes1","BP","mG #1"
"GO:0050673","GO:0050673","epithelial cell proliferation",407,0.369689956978517,1.70031220660552,6.75584832403063e-07,5.53624326707586e-05,3.87539670410855e-05,2225,"tags=21%, list=13%, signal=19%","Nr4a1/Prok2/Egr3/Cdh1/Itgb3/Nr4a3/Ovol1/Plau/Zfp36/Lims2/Thbs4/Ngfr/Cdkn1c/Ereg/Vegfa/Dusp10/Thbs1/Nr1d1/Htr2b/Hmga2/Dll4/Errfi1/F3/Fa2h/Gdf5/Slurp1/Fgf7/Bmp4/Myc/Jun/Hmox1/Cdkn1a/Rbpj/Sfn/Dlk1/Rasgrf1/Tnfaip3/Egfl7/Arg1/Tek/Zfas1/Mcc/Cldn1/Klk8/Prok1/Polr3g/Htra1/Pparg/Scg2/Sp1/Ppp1r16b/Hmgb2/Hyal1/Gja1/Pik3cb/Rictor/Wnt7a/Acvrl1/Pdcl3/Apln/Suz12/Fgf18/Flcn/Deaf1/Epha2/Six1/Jcad/Chuk/Pdgfb/Nog/Il6/Dab2ip/Cd109/Rgcc/Loxl2/Esrp2/Zeb1/Ern1/Cdc25a/Thap1/Lims1/Ccl2/Tbx2/Eaf2/Uhrf1/Apoh/Fap","BP","mG #1"
