Gene_ID,C1,C2,C3,UC1,UC2,UC3
ENSG00000280719,0,0,0,0,0,0
ENSG00000227313,0,0,0,0,0,0
ENSG00000227475,0,0,0,0,0,0
ENSG00000236626,0,0,0,0,0,0
ENSG00000228694,0,0,0,0,0,0
ENSG00000237002,0,0,0,0,0,0
ENSG00000274458,0,0,0,0,0,0
ENSG00000229644,62,48,51,42,60,54
ENSG00000207271,0,0,0,0,0,0
ENSG00000238176,0,0,0,0,0,0
ENSG00000233533,0,0,0,0,0,0
ENSG00000225355,6,3,2,3,5,3
ENSG00000148513,0,0,0,0,0,0
ENSG00000206796,0,0,0,0,0,0
ENSG00000234918,0,0,0,0,0,0
ENSG00000235687,0,0,0,0,0,0
ENSG00000244402,0,0,0,0,0,0
ENSG00000252621,0,0,0,0,0,0
ENSG00000290801,0,0,0,0,0,0
ENSG00000237970,0,0,1,0,0,0
ENSG00000236313,0,0,0,0,0,0
ENSG00000224920,0,0,0,0,0,0
ENSG00000225276,0,0,0,0,0,0
ENSG00000226578,0,0,0,0,2,2
ENSG00000198105,960,718,810,695,886,901
ENSG00000260137,0,0,0,0,0,0
ENSG00000225192,1,0,1,0,0,0
ENSG00000228828,5,5,4,2,7,4
ENSG00000236514,4,8,3,4,4,2
ENSG00000151963,0,0,1,0,0,0
ENSG00000235197,0,0,0,0,0,0
ENSG00000175395,791,566,623,617,795,694
ENSG00000226447,0,0,0,0,0,0
ENSG00000206840,0,0,0,0,0,0
ENSG00000189180,2758,1885,1912,1916,2185,2323
ENSG00000252132,0,0,0,0,0,0
ENSG00000275675,0,1,0,0,0,0
ENSG00000226086,1,2,3,5,8,4
ENSG00000235964,0,0,0,0,0,0
ENSG00000075407,2158,1561,1780,1432,1790,1789
ENSG00000283930,33,25,29,32,42,60
ENSG00000272983,26,34,35,23,19,20
ENSG00000225965,0,0,0,0,0,0
ENSG00000290887,0,0,0,0,1,0
ENSG00000224761,0,0,0,0,0,0
ENSG00000226113,0,0,0,0,0,0
ENSG00000234941,0,0,0,0,0,0
ENSG00000290439,0,0,0,0,0,0
ENSG00000099251,0,0,0,0,0,0
ENSG00000291056,0,0,0,0,0,0
ENSG00000120555,0,0,0,0,0,0
ENSG00000290535,21,16,19,9,16,16
ENSG00000276805,0,0,0,0,0,0
ENSG00000222314,0,0,0,0,0,0
ENSG00000228882,0,0,0,0,0,0
ENSG00000203496,0,0,0,0,0,0
ENSG00000215151,0,0,0,0,0,0
ENSG00000277133,0,0,0,0,0,0
ENSG00000225638,0,0,0,0,0,0
ENSG00000233867,0,0,0,0,0,0
ENSG00000227264,0,0,0,0,0,0
ENSG00000234541,0,0,0,0,0,0
ENSG00000227679,0,0,0,0,0,0
ENSG00000233832,0,0,0,0,0,0
ENSG00000229485,0,0,0,0,0,0
ENSG00000237592,0,0,0,0,0,0
ENSG00000271650,0,0,0,0,0,0
ENSG00000290458,0,0,0,0,0,0
ENSG00000274167,0,0,0,0,0,0
ENSG00000291065,32,29,14,21,16,14
ENSG00000228755,0,0,0,0,0,0
ENSG00000215146,0,0,0,0,0,0
ENSG00000290445,4,3,2,2,2,1
ENSG00000182632,0,0,0,0,0,0
ENSG00000279239,0,0,0,0,0,0
ENSG00000185904,129,78,103,85,94,110
ENSG00000234420,1893,1262,1569,1099,1404,1407
ENSG00000270762,0,1,0,0,0,0
ENSG00000233837,11,2,5,9,3,4
ENSG00000196693,1491,1140,1023,1041,1191,1299
ENSG00000277479,0,0,0,0,0,0
ENSG00000272319,0,0,0,0,0,0
ENSG00000272387,0,0,0,0,0,0
ENSG00000251783,0,0,0,0,0,0
ENSG00000285884,2,4,7,5,1,6
ENSG00000233515,0,0,0,0,0,0
ENSG00000232109,0,0,0,0,0,0
ENSG00000231009,0,1,0,0,0,0
ENSG00000234864,0,0,0,0,0,0
ENSG00000230425,0,0,0,0,0,0
ENSG00000270552,0,0,0,0,0,0
ENSG00000259869,3,2,5,4,4,8
ENSG00000165733,6532,4884,4751,4843,5348,4872
ENSG00000252416,0,0,0,0,0,0
ENSG00000234944,0,0,0,0,0,0
ENSG00000229630,0,0,0,0,0,0
ENSG00000263795,0,0,0,0,0,0
ENSG00000165731,28,15,20,13,23,25
ENSG00000273008,21,24,25,20,10,19
ENSG00000169826,3116,2263,2847,2095,3099,2946
ENSG00000198915,14,12,10,15,11,11
ENSG00000224265,0,0,0,0,0,0
ENSG00000285712,3,0,3,1,3,0
ENSG00000221468,0,0,0,0,0,0
ENSG00000150201,1,1,0,0,0,2
ENSG00000169813,17854,13762,14137,14152,16154,15061
ENSG00000221400,0,0,0,0,0,0
ENSG00000230555,62,56,72,44,58,63
ENSG00000243660,94,67,63,62,89,104
ENSG00000252532,0,0,0,0,0,0
ENSG00000236114,2,0,0,1,1,1
ENSG00000196793,495,359,365,353,411,393
ENSG00000287852,0,0,0,0,0,0
ENSG00000232004,27,16,21,12,20,22
ENSG00000198298,204,142,167,130,162,133
ENSG00000223910,0,0,0,1,0,1
ENSG00000237389,0,0,0,0,0,0
ENSG00000238263,0,0,0,0,0,0
ENSG00000169740,1096,872,1000,883,1100,1079
ENSG00000226245,0,1,0,0,0,0
ENSG00000230565,1,1,1,1,1,1
ENSG00000228426,0,0,0,0,0,0
ENSG00000271173,0,0,0,0,0,0
ENSG00000224162,0,0,0,0,0,0
ENSG00000223746,0,0,0,0,0,0
ENSG00000234973,0,0,0,0,0,0
ENSG00000226808,6,0,6,5,2,2
ENSG00000226790,8,5,10,9,4,9
ENSG00000236769,0,0,0,0,0,0
ENSG00000233395,0,0,0,0,0,0
ENSG00000227029,0,0,0,0,0,0
ENSG00000237590,1,0,1,0,0,0
ENSG00000229116,1,1,3,1,2,1
ENSG00000277288,1,0,0,0,1,0
ENSG00000287901,1,1,3,1,2,0
ENSG00000107562,180,205,90,99,89,95
ENSG00000214089,4,2,6,4,6,2
ENSG00000270767,0,0,0,0,0,0
ENSG00000287173,0,0,0,0,0,0
ENSG00000234580,0,0,0,0,0,0
ENSG00000224812,6,7,3,0,2,3
ENSG00000227395,0,0,0,1,0,0
ENSG00000234504,0,0,0,0,0,0
ENSG00000187783,0,0,0,0,0,0
ENSG00000223462,0,0,0,0,0,0
ENSG00000273363,8,0,6,0,3,6
ENSG00000107551,717,499,514,473,672,674
ENSG00000165507,98,60,78,77,107,92
ENSG00000165511,115,91,82,69,100,93
ENSG00000165512,2030,1571,1596,1620,1991,1878
ENSG00000226937,3,0,1,0,1,3
ENSG00000277757,0,0,0,0,0,0
ENSG00000270258,1,2,2,0,0,0
ENSG00000228462,1,0,1,0,0,0
ENSG00000290529,0,0,0,0,0,0
ENSG00000232554,0,0,0,0,0,0
ENSG00000235690,0,0,0,0,0,0
ENSG00000243349,0,0,0,0,0,0
ENSG00000236442,0,0,0,0,0,0
ENSG00000230501,0,0,0,0,0,0
ENSG00000263476,0,0,0,0,0,0
ENSG00000227683,0,0,0,0,0,0
ENSG00000275312,0,0,0,0,0,0
ENSG00000278531,0,0,0,0,0,0
ENSG00000207071,0,0,0,0,0,0
ENSG00000234993,0,0,0,0,0,0
ENSG00000224402,1,0,0,0,0,0
ENSG00000256574,0,0,0,0,0,0
ENSG00000012779,13,4,3,7,15,9
ENSG00000231964,0,0,0,0,0,0
ENSG00000165406,252,198,207,219,265,225
ENSG00000172671,339,255,258,289,295,270
ENSG00000230869,3,1,7,1,6,3
ENSG00000237840,9,8,9,7,9,12
ENSG00000290460,15,6,8,12,5,9
ENSG00000228702,2,2,5,0,3,5
ENSG00000172661,3102,2240,2632,2316,3037,2907
ENSG00000270434,0,0,0,0,0,0
ENSG00000290779,0,0,0,1,0,0
ENSG00000231122,0,0,0,0,0,0
ENSG00000188234,323,239,279,192,289,280
ENSG00000290921,43,32,31,31,30,30
ENSG00000239152,0,0,0,0,0,0
ENSG00000239883,50,38,46,25,39,35
ENSG00000264217,0,0,0,0,0,0
ENSG00000265354,4709,3652,3596,3894,4123,3778
ENSG00000265733,0,3,2,0,0,1
ENSG00000266412,12106,9430,9195,9717,10732,10217
ENSG00000289092,99,66,76,69,75,57
ENSG00000263639,0,0,0,0,1,1
ENSG00000280012,0,0,0,0,0,0
ENSG00000289636,0,0,0,0,0,0
ENSG00000264204,0,1,1,2,1,0
ENSG00000263482,0,0,0,0,0,0
ENSG00000274209,0,0,0,0,0,0
ENSG00000279058,9,6,9,10,14,4
ENSG00000273225,0,0,0,0,0,0
ENSG00000290780,0,0,0,0,0,0
ENSG00000279458,0,0,0,0,0,0
ENSG00000264230,19,9,15,10,30,30
ENSG00000285402,0,0,0,1,1,0
ENSG00000285294,94,54,75,59,74,59
ENSG00000213412,25,16,19,18,30,19
ENSG00000204174,8,4,11,3,7,6
ENSG00000204175,41,28,52,40,73,69
ENSG00000204176,8,4,7,5,2,7
ENSG00000231187,22,13,17,17,24,15
ENSG00000229227,2,0,1,1,0,1
ENSG00000165874,9,7,4,4,9,5
ENSG00000290913,0,0,0,0,0,0
ENSG00000272430,0,0,0,0,1,0
ENSG00000229927,2,11,5,2,8,5
ENSG00000274186,0,0,0,0,0,0
ENSG00000285662,0,0,0,0,0,0
ENSG00000290874,0,2,0,0,0,0
ENSG00000280913,0,0,0,0,0,0
ENSG00000290875,6,2,6,2,4,7
ENSG00000265366,0,0,0,0,0,0
ENSG00000215097,6,0,1,0,1,3
ENSG00000291069,156,105,134,98,120,105
ENSG00000204177,3,2,2,2,4,0
ENSG00000238405,0,0,0,0,0,0
ENSG00000243289,63,62,69,42,65,50
ENSG00000150175,17,9,18,14,20,16
ENSG00000204179,116,74,83,90,101,78
ENSG00000289299,0,0,0,0,0,0
ENSG00000266524,6,0,2,0,3,5
ENSG00000263761,0,0,0,0,0,0
ENSG00000265203,1,0,0,0,0,0
ENSG00000265763,152,127,87,128,97,105
ENSG00000265190,30,15,37,17,40,59
ENSG00000270369,0,0,0,0,0,0
ENSG00000189090,0,0,0,0,0,0
ENSG00000224919,0,0,0,0,0,0
ENSG00000204172,338,231,305,203,308,300
ENSG00000254929,3,2,0,3,2,2
ENSG00000252877,0,0,0,0,0,0
ENSG00000290453,15,9,11,7,8,6
ENSG00000251079,4,1,0,0,3,3
ENSG00000265630,1,0,0,0,2,0
ENSG00000215065,0,1,0,1,2,0
ENSG00000266217,0,0,2,0,1,0
ENSG00000264404,0,0,0,0,0,0
ENSG00000189014,19,14,15,10,9,13
ENSG00000276544,0,0,0,0,0,0
ENSG00000226964,28,30,26,22,29,26
ENSG00000277758,14,8,11,6,23,18
ENSG00000276850,16,9,18,9,24,26
ENSG00000264717,0,0,0,1,1,1
ENSG00000273760,0,0,0,0,0,0
ENSG00000276430,0,0,0,0,0,0
ENSG00000265018,0,0,0,0,0,0
ENSG00000290898,0,0,0,0,0,0
ENSG00000289143,0,0,0,0,0,0
ENSG00000289444,7,5,2,9,6,4
ENSG00000252149,0,0,0,0,0,0
ENSG00000270025,0,0,0,0,0,0
ENSG00000278561,0,0,0,0,0,0
ENSG00000290899,0,0,0,0,0,0
ENSG00000170324,8,1,0,5,4,2
ENSG00000285786,0,0,0,0,0,0
ENSG00000225482,0,0,0,0,0,0
ENSG00000107643,2204,1653,1606,1619,2037,1810
ENSG00000279822,78,56,40,87,60,52
ENSG00000128805,2070,1582,1300,1822,1530,1478
ENSG00000248682,5,3,0,0,4,1
ENSG00000231906,4,1,3,4,2,3
ENSG00000251413,3,1,0,0,0,0
ENSG00000236800,0,0,0,0,0,0
ENSG00000128815,0,1,0,0,0,0
ENSG00000228754,0,0,0,0,0,0
ENSG00000286993,0,0,0,0,0,0
ENSG00000228403,0,0,0,0,0,0
ENSG00000241577,0,0,0,0,0,0
ENSG00000165383,0,0,0,0,0,0
ENSG00000233665,0,0,0,0,0,0
ENSG00000226576,0,0,0,0,0,0
ENSG00000264800,0,0,0,0,0,0
ENSG00000165633,9,8,2,3,9,0
ENSG00000234736,0,0,0,0,0,0
ENSG00000172538,0,0,0,0,0,0
ENSG00000204161,0,0,0,0,0,0
ENSG00000236208,0,1,0,0,0,0
ENSG00000177354,0,0,0,0,0,0
ENSG00000165606,4,4,6,7,2,5
ENSG00000235939,0,0,0,0,0,0
ENSG00000225830,2373,1705,1886,1580,2054,1922
ENSG00000271237,0,1,0,0,0,0
ENSG00000070748,2,0,0,2,4,0
ENSG00000187714,14,8,12,7,4,1
ENSG00000178645,0,0,0,0,0,0
ENSG00000197444,30,24,22,26,18,27
ENSG00000226389,0,0,0,1,0,1
ENSG00000229870,0,0,0,0,0,0
ENSG00000227345,2257,1639,1658,1702,1803,1835
ENSG00000230166,0,0,0,0,0,0
ENSG00000204152,252,181,183,182,203,222
ENSG00000178440,40,44,41,13,52,46
ENSG00000288603,1,0,0,0,2,0
ENSG00000222108,0,0,0,0,0,0
ENSG00000285803,0,0,1,0,0,0
ENSG00000204149,40,25,21,14,21,8
ENSG00000290956,9,12,13,12,9,8
ENSG00000226631,0,0,0,0,2,1
ENSG00000235618,1,1,0,0,0,0
ENSG00000099290,4518,3444,3859,3317,4303,4112
ENSG00000233011,0,0,0,0,0,0
ENSG00000188611,171,96,101,109,100,123
ENSG00000225137,31,21,32,31,27,16
ENSG00000198964,1982,1500,1564,1429,1917,1676
ENSG00000286401,0,0,2,2,1,1
ENSG00000279863,0,0,0,0,0,0
ENSG00000225303,0,0,0,0,0,0
ENSG00000238523,0,0,0,0,0,0
ENSG00000226200,199,147,134,126,140,121
ENSG00000231588,2,0,3,0,2,0
ENSG00000231345,0,0,0,1,0,1
ENSG00000232706,1,0,0,0,0,1
ENSG00000226168,0,0,0,0,0,0
ENSG00000230011,0,0,0,0,0,0
ENSG00000213667,0,0,0,0,0,1
ENSG00000287221,1,2,3,0,1,2
ENSG00000204147,448,343,345,333,376,426
ENSG00000148584,2,2,0,3,3,0
ENSG00000229711,0,0,0,0,0,0
ENSG00000236944,0,0,0,0,0,0
ENSG00000261368,0,1,0,0,0,3
ENSG00000185532,459,256,337,330,400,321
ENSG00000223502,9,3,6,7,5,3
ENSG00000231132,0,0,0,0,0,0
ENSG00000207813,0,0,0,0,0,0
ENSG00000235279,1,0,0,0,0,1
ENSG00000213659,2,0,1,1,0,0
ENSG00000289270,1,1,1,3,3,3
ENSG00000177613,3230,2357,2628,2604,2863,2666
ENSG00000289527,0,0,0,0,0,0
ENSG00000236671,41,35,28,28,34,41
ENSG00000107984,6219,4611,5424,5251,6593,6402
ENSG00000213657,0,0,0,0,0,0
ENSG00000227972,2,1,0,1,3,2
ENSG00000231131,3,3,6,2,7,3
ENSG00000165471,0,0,0,0,0,0
ENSG00000201196,0,0,0,0,0,0
ENSG00000285958,0,0,0,0,0,0
ENSG00000227121,0,0,0,0,0,0
ENSG00000231399,0,0,0,0,0,0
ENSG00000226296,0,0,0,0,0,0
ENSG00000252161,0,0,0,0,0,0
ENSG00000233805,0,0,0,0,0,0
ENSG00000150275,12,17,8,22,12,22
ENSG00000252252,0,0,0,0,0,0
ENSG00000234173,0,0,0,0,0,0
ENSG00000224697,0,0,0,0,0,0
ENSG00000221594,0,0,0,0,0,0
ENSG00000236958,0,0,0,1,1,0
ENSG00000236744,0,0,0,0,1,1
ENSG00000223800,0,0,0,0,0,0
ENSG00000228048,0,0,0,0,0,0
ENSG00000236993,0,1,0,1,2,4
ENSG00000270541,0,0,0,0,0,0
ENSG00000122952,9164,7307,6979,7395,7591,7241
ENSG00000287016,33,26,46,32,29,35
ENSG00000238707,0,0,0,0,0,0
ENSG00000289158,0,0,1,0,0,0
ENSG00000264747,0,0,0,0,0,0
ENSG00000235810,0,0,0,0,0,0
ENSG00000223841,0,0,0,0,0,0
ENSG00000270192,0,0,0,0,0,0
ENSG00000232115,1,0,0,0,0,1
ENSG00000151151,819,590,578,600,590,594
ENSG00000180221,2,5,1,0,1,1
ENSG00000122873,2082,1727,1546,1821,1605,1573
ENSG00000228527,2,1,3,2,1,0
ENSG00000261076,0,0,0,0,0,0
ENSG00000072401,1117,786,821,869,913,898
ENSG00000108064,5064,3840,3757,3876,4188,3833
ENSG00000122870,5438,3575,3549,3816,4561,4303
ENSG00000183055,25,45,48,16,32,55
ENSG00000252076,0,0,0,0,0,0
ENSG00000237949,4,6,5,3,2,3
ENSG00000226888,0,0,0,0,0,0
ENSG00000226557,0,0,1,0,0,0
ENSG00000165443,27,33,32,26,22,24
ENSG00000148541,98,84,48,73,79,85
ENSG00000236556,0,0,0,0,0,0
ENSG00000287969,0,3,2,3,1,1
ENSG00000235469,0,0,0,0,0,0
ENSG00000235140,0,0,0,0,0,0
ENSG00000165449,450,362,414,340,358,313
ENSG00000227877,1,1,1,0,1,0
ENSG00000108091,5719,3998,4617,4235,5504,5100
ENSG00000235931,0,0,0,0,0,0
ENSG00000151150,509,379,459,313,470,497
ENSG00000232682,0,0,0,0,0,0
ENSG00000202190,0,0,0,0,0,0
ENSG00000282121,0,0,0,0,0,0
ENSG00000122872,0,0,0,0,0,0
ENSG00000254271,1,0,0,0,0,0
ENSG00000170312,9022,6770,6285,7871,7477,6774
ENSG00000072422,1747,1134,1796,1147,1985,1934
ENSG00000223107,2,0,0,0,1,1
ENSG00000289989,14,0,9,4,10,3
ENSG00000227244,0,0,0,0,0,1
ENSG00000196932,51,33,29,32,30,26
ENSG00000237233,6,5,2,0,2,1
ENSG00000288052,0,0,0,1,0,0
ENSG00000183346,19,13,16,20,17,11
ENSG00000272592,0,0,0,0,0,0
ENSG00000233643,0,1,2,1,1,0
ENSG00000289834,0,0,0,0,0,0
ENSG00000150347,7645,5251,6906,5164,8381,8022
ENSG00000182010,3121,2074,2300,2090,2550,2560
ENSG00000234756,0,1,0,0,0,0
ENSG00000288011,10,4,5,1,7,9
ENSG00000240940,0,0,0,0,0,0
ENSG00000138311,737,573,581,562,712,679
ENSG00000285837,1,0,1,0,0,0
ENSG00000285551,1,0,0,0,0,0
ENSG00000238280,8,7,7,6,9,12
ENSG00000234489,0,0,0,0,0,0
ENSG00000181915,2475,1863,2054,1900,2468,2358
ENSG00000122877,249,309,418,165,286,379
ENSG00000289487,0,0,0,0,0,0
ENSG00000199446,0,0,0,0,0,0
ENSG00000224301,0,0,0,0,0,0
ENSG00000148572,1677,1310,1397,1256,1559,1528
ENSG00000171988,5749,4371,4316,3890,4417,4333
ENSG00000234369,8,4,2,4,3,9
ENSG00000270421,0,0,0,0,0,0
ENSG00000221063,2,2,0,0,1,1
ENSG00000235816,0,0,1,0,0,0
ENSG00000272767,118,76,69,88,72,68
ENSG00000224412,0,0,0,0,0,0
ENSG00000165476,8123,5848,6133,6093,7446,6859
ENSG00000286373,17,10,10,15,5,12
ENSG00000232075,0,0,0,0,0,0
ENSG00000270352,0,0,1,0,0,0
ENSG00000228566,3,0,2,0,2,0
ENSG00000213609,21,15,20,16,16,22
ENSG00000226426,0,0,0,0,0,0
ENSG00000235489,18,15,12,15,11,11
ENSG00000233900,0,0,0,0,0,0
ENSG00000270648,0,0,0,0,0,0
ENSG00000216740,4,2,1,5,0,4
ENSG00000224714,0,0,0,0,0,0
ENSG00000270754,0,0,0,0,0,0
ENSG00000282906,0,0,0,0,0,0
ENSG00000227173,4,1,0,2,1,6
ENSG00000233724,0,0,0,0,0,0
ENSG00000235356,0,0,0,0,0,0
ENSG00000228065,83,50,61,79,68,58
ENSG00000183230,9,8,6,10,4,7
ENSG00000273360,1,0,0,0,0,0
ENSG00000277056,0,0,0,0,0,0
ENSG00000198739,1,2,6,3,3,2
ENSG00000289325,0,0,0,0,0,0
ENSG00000225299,0,0,0,0,0,0
ENSG00000226448,0,0,0,0,0,0
ENSG00000276866,0,0,0,0,0,0
ENSG00000213606,1,0,0,0,0,2
ENSG00000225922,0,0,0,0,0,0
ENSG00000108176,42,34,47,50,51,57
ENSG00000212520,0,0,0,0,0,0
ENSG00000239942,0,0,0,0,0,0
ENSG00000237141,0,0,0,0,0,0
ENSG00000272892,9,5,7,6,9,8
ENSG00000252113,0,0,0,0,0,0
ENSG00000219932,1,2,2,2,6,4
ENSG00000096717,2928,2030,2002,2158,2329,2230
ENSG00000148634,5270,3849,3789,4015,4157,3794
ENSG00000226318,25,17,25,11,8,16
ENSG00000266467,4,3,2,2,1,0
ENSG00000236375,4,3,5,3,3,1
ENSG00000138347,73,70,56,56,59,52
ENSG00000222371,0,0,0,0,0,0
ENSG00000179774,6,7,7,4,1,1
ENSG00000233590,1,1,2,1,1,2
ENSG00000234102,0,0,0,0,0,0
ENSG00000108187,707,528,550,592,727,732
ENSG00000096746,15779,11734,10667,11783,12020,11206
ENSG00000204130,1934,1347,1394,1359,1603,1596
ENSG00000138346,2001,1506,1529,1536,1608,1445
ENSG00000234806,1,1,0,0,0,0
ENSG00000199638,0,0,0,0,0,0
ENSG00000122912,1340,978,1061,1026,1292,1070
ENSG00000226493,0,1,0,0,0,0
ENSG00000207438,0,0,0,0,0,0
ENSG00000214881,3,4,4,4,5,1
ENSG00000138336,439,306,340,277,393,331
ENSG00000213025,4,5,3,4,6,5
ENSG00000227583,1,1,4,0,3,0
ENSG00000260400,92,58,81,56,73,68
ENSG00000270494,0,1,0,0,0,0
ENSG00000060339,8855,6678,6520,6151,7166,6787
ENSG00000195401,0,0,0,0,0,0
ENSG00000283551,5,1,3,1,4,2
ENSG00000221184,80,45,44,44,65,57
ENSG00000165730,310,235,212,276,252,281
ENSG00000200218,1,1,1,0,0,0
ENSG00000285871,0,0,0,0,1,0
ENSG00000107625,3960,2967,3077,3408,3471,3282
ENSG00000206855,0,0,0,0,0,0
ENSG00000165732,18484,13562,13998,13689,15152,14218
ENSG00000198954,4985,3467,3428,3793,3895,3620
ENSG00000214875,3,3,3,5,2,2
ENSG00000229001,3,10,4,5,3,1
ENSG00000122862,9679,7660,7692,7903,8929,8636
ENSG00000274008,9,4,2,2,2,4
ENSG00000122958,6118,4542,4610,4594,5218,4932
ENSG00000233163,0,0,0,2,0,0
ENSG00000156502,2086,1619,1620,1540,1793,1731
ENSG00000229261,8,11,17,8,16,5
ENSG00000156510,269,205,293,207,374,312
ENSG00000231748,0,0,0,0,0,0
ENSG00000156515,12908,9883,10205,10138,11781,10658
ENSG00000229197,0,0,0,0,0,0
ENSG00000075073,3,4,9,3,8,3
ENSG00000232734,0,0,0,0,0,0
ENSG00000099282,233,150,185,175,224,202
ENSG00000287306,4,4,2,2,4,1
ENSG00000233197,0,0,0,0,0,0
ENSG00000122859,0,0,0,0,1,0
ENSG00000236154,1,0,2,1,0,0
ENSG00000230755,0,0,0,0,0,0
ENSG00000235803,0,0,0,0,0,0
ENSG00000235524,0,0,0,0,0,0
ENSG00000231152,0,0,0,0,0,0
ENSG00000226794,0,0,0,0,0,0
ENSG00000171224,372,314,365,348,461,388
ENSG00000235645,0,0,0,0,0,0
ENSG00000230469,0,0,0,0,0,0
ENSG00000197467,307,270,151,268,171,158
ENSG00000289193,0,0,0,0,0,0
ENSG00000224222,2,0,5,3,4,0
ENSG00000099284,1687,1315,1355,1390,1530,1418
ENSG00000042286,3135,2382,2923,2470,3387,3092
ENSG00000156521,761,610,520,669,668,623
ENSG00000079332,8418,6348,6836,6382,7587,7254
ENSG00000229097,17,12,12,12,12,15
ENSG00000232142,0,3,1,3,1,0
ENSG00000180817,10121,7492,7152,8210,8197,7750
ENSG00000148734,13,10,3,8,8,2
ENSG00000172731,1589,1226,1344,1308,1448,1361
ENSG00000224725,3,1,3,1,2,3
ENSG00000148730,9300,6453,6713,7025,8299,7220
ENSG00000156574,5,3,1,5,3,4
ENSG00000280401,16,10,12,12,17,12
ENSG00000107719,623,511,513,516,490,459
ENSG00000230661,0,0,0,0,0,0
ENSG00000180644,0,0,0,0,0,1
ENSG00000138316,303,196,196,153,242,303
ENSG00000166220,0,0,0,0,0,0
ENSG00000231366,0,0,0,0,0,0
ENSG00000166224,3660,2607,2956,2765,4045,3768
ENSG00000289738,0,0,0,0,0,0
ENSG00000166228,2221,1761,1930,1823,2116,2011
ENSG00000259267,0,0,0,0,0,0
ENSG00000285300,0,0,0,0,0,0
ENSG00000289739,0,0,0,0,0,0
ENSG00000107731,256,214,243,209,444,421
ENSG00000237512,4,7,2,7,5,3
ENSG00000198246,59,50,44,44,77,79
ENSG00000289607,0,0,1,0,0,0
ENSG00000279406,0,5,3,4,3,2
ENSG00000107736,19,16,10,14,18,18
ENSG00000223817,0,0,0,0,0,0
ENSG00000289362,0,0,0,0,0,0
ENSG00000214688,1,0,3,1,1,0
ENSG00000107738,1014,756,606,720,749,727
ENSG00000274824,0,0,0,0,0,0
ENSG00000197746,52871,40661,44537,39966,55130,50144
ENSG00000238446,0,0,0,0,1,0
ENSG00000230526,0,0,0,0,0,0
ENSG00000289592,4,3,2,2,2,2
ENSG00000122863,6561,4713,4681,4629,5798,5177
ENSG00000272988,0,2,0,0,0,0
ENSG00000107742,162,124,97,94,107,131
ENSG00000138303,1978,1560,1500,1565,1702,1510
ENSG00000200294,0,0,0,0,0,0
ENSG00000226701,7,13,5,6,16,13
ENSG00000166295,3855,3171,3211,3355,3721,3651
ENSG00000200170,11,12,15,8,19,12
ENSG00000289506,9,6,4,4,8,0
ENSG00000168209,6859,5350,4407,5218,5057,5000
ENSG00000148719,4081,3298,3273,3264,3860,3576
ENSG00000107745,3785,2959,3133,2979,3543,3375
ENSG00000202513,0,0,0,0,1,0
ENSG00000282915,2,3,1,2,5,2
ENSG00000276531,0,0,0,0,0,0
ENSG00000226163,0,0,0,0,0,0
ENSG00000230609,0,0,0,0,0,0
ENSG00000272536,0,0,0,0,0,0
ENSG00000231471,0,0,0,0,0,0
ENSG00000238215,1,0,0,0,0,0
ENSG00000201881,0,0,0,0,0,0
ENSG00000156026,2935,2158,2297,2362,2716,2431
ENSG00000266719,1,0,0,0,0,0
ENSG00000280166,0,2,0,1,0,0
ENSG00000279502,2,1,9,2,5,4
ENSG00000272627,4,4,3,2,1,1
ENSG00000138315,25,23,28,15,40,27
ENSG00000215086,50,34,33,49,34,34
ENSG00000138308,1,1,0,0,1,1
ENSG00000213700,45,29,21,23,42,42
ENSG00000122884,6074,4271,4512,4815,6029,5698
ENSG00000232646,0,0,0,0,0,0
ENSG00000237768,3,0,0,0,0,0
ENSG00000201047,0,0,0,0,0,0
ENSG00000272630,20,10,17,15,18,18
ENSG00000166321,137,80,79,91,96,96
ENSG00000272599,173,157,140,137,134,130
ENSG00000221164,40,33,24,51,25,27
ENSG00000122882,3159,2340,2441,2565,2745,2633
ENSG00000138286,1027,774,922,864,1054,1023
ENSG00000213551,7695,5925,5997,6277,6755,6480
ENSG00000199201,1,1,0,0,1,0
ENSG00000227382,4,2,4,3,5,3
ENSG00000288559,242,176,219,155,250,221
ENSG00000236756,23,14,13,9,13,12
ENSG00000182180,5736,4433,4525,4663,5063,4963
ENSG00000227540,104,82,102,106,108,121
ENSG00000156042,143,116,147,106,145,171
ENSG00000200356,0,0,0,0,0,0
ENSG00000207473,0,0,0,0,0,0
ENSG00000138279,8513,6451,6568,7046,7739,7228
ENSG00000233144,3,3,1,5,0,8
ENSG00000229659,38,14,19,13,28,21
ENSG00000166343,185,116,157,96,152,130
ENSG00000107758,3537,2719,2379,3017,3050,2628
ENSG00000221817,336,228,272,249,278,311
ENSG00000166348,1731,1286,1357,1213,1556,1399
ENSG00000207327,0,0,0,0,2,1
ENSG00000237139,0,0,1,0,0,0
ENSG00000268584,32,20,26,10,27,16
ENSG00000272791,10,8,6,12,11,9
ENSG00000177791,2,2,3,0,5,5
ENSG00000166317,5,8,4,4,4,11
ENSG00000271848,5,4,3,0,0,5
ENSG00000172650,11,7,9,6,6,10
ENSG00000242288,0,1,1,0,0,0
ENSG00000271816,28,24,27,25,33,31
ENSG00000272140,75,42,44,37,46,52
ENSG00000252072,0,0,0,0,0,0
ENSG00000290737,41,45,40,36,43,44
ENSG00000242338,38,24,20,16,22,24
